row_index,unitid,source,raw_title,title_kind,is_program_title,bucket,canonical_title,program_conf,program_conf_reason
191,236595,crawl,Study the Global African Experience to Make a Difference as a Global Citizen,event_news,0,,,0,sentence_like
191,236595,crawl,The experiences of African peoples in the African continent.,event_news,0,,,0,
191,236595,crawl,The experiences of peoples of African descent in the Americas.,event_news,0,,,0,
191,236595,crawl,The global distribution of African peoples and the diverse cultural forms that have resulted from this distribution.,other_nonprogram,0,,,0,sentence_like
191,236595,crawl,The specific experiences of Americans of African descent in the United States.,event_news,0,,,0,
192,186584,crawl,Africana Studies,program,1,africana,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
192,186584,crawl,Africana Studies (B.A.),program,1,africana,Africana Studies,70,degree_token|anchor_phrase|bucket_match:africana
192,186584,crawl,Africana Studies Faculty,junk,0,africana,Africana Studies Faculty,30,anchor_phrase|bucket_match:africana
192,186584,crawl,Africana Studies Program,program,1,africana,Africana Studies,90,strong_token|anchor_phrase|bucket_match:africana
192,186584,crawl,Africana Studies Program Minor in Africana Studies,program,1,africana,Africana Studies Program Minor in Africana Studies,90,strong_token|anchor_phrase|bucket_match:africana
192,186584,crawl,Africana Studies at Seton Hall,other_nonprogram,0,africana,Africana Studies at Seton Hall,30,anchor_phrase|bucket_match:africana
192,186584,crawl,B.A in Africana Studies,program,1,africana,B.A in Africana Studies,100,degree_token|bare_studies_name|anchor_phrase|bucket_match:africana
192,186584,crawl,BA Africana Studies,program,1,africana,BA Africana Studies,100,degree_token|bare_studies_name|anchor_phrase|bucket_match:africana
192,186584,crawl,Click for more about the Undergraduate Minor in Africana Studies,junk,0,africana,Click for more about the Undergraduate Minor in Africana Studies,90,strong_token|anchor_phrase|bucket_match:africana
192,186584,crawl,Click for more about the Undergraduate Minor in Middle Eastern and North African Studies,junk,0,mena,Middle Eastern and North African Studies,100,strong_token|anchor_phrase|compound_anchor|bucket_match:mena
192,186584,crawl,Middle Eastern and North African Studies,program,1,mena,Middle Eastern and North African Studies,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:mena
192,186584,crawl,Minor in Africana Studies,program,1,africana,Minor in Africana Studies,100,strong_token|bare_studies_name|anchor_phrase|bucket_match:africana
192,186584,crawl,View the minor in Africana Studies curriculum »,junk,0,africana,minor in Africana Studies curriculum »,30,strong_token|anchor_phrase|bucket_match:africana|admin_marker
192,186584,crawl,the minor in Africana Studies curriculum »,other_nonprogram,0,africana,minor in Africana Studies curriculum »,30,strong_token|anchor_phrase|bucket_match:africana|admin_marker
192,186584,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
193,167783,crawl,Africana Studies,program,1,africana,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
193,167783,crawl,Africana Studies Major: Available Minor: Available Accelerated (UG + Grad): Concentration: Degrees Awarded Minor Formats: On Campus,center_institute,0,africana,Africana Studies Major: Available Minor: Available Accelerated (UG + Grad): Concentration: Degrees Awarded Minor Formats: On Campus,90,strong_token|anchor_phrase|bucket_match:africana
193,167783,crawl,Honoring the National Day of Racial Healing,event_news,0,race,Honoring the National Day of Racial Healing,0,bucket_match:race|story_marker
193,167783,cv,African Studies,program,1,african,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
194,167835,crawl,African Studies,program,1,african,African Studies,90,bare_studies_name|anchor_phrase|bucket_match:african
194,167835,crawl,Africana Studies,program,1,africana,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
194,167835,crawl,Africana Studies Learning Goals,other_nonprogram,0,africana,Africana Studies Learning Goals,30,anchor_phrase|bucket_match:africana
194,167835,crawl,Africana Studies Major Requirements Worksheet,other_nonprogram,0,africana,Africana Studies Major Requirements Worksheet,30,strong_token|anchor_phrase|bucket_match:africana|admin_marker
194,167835,crawl,"Capstone: One 300-level seminar, AFS 400 , or honors thesis taught by a member of the African studies program.",course,0,african,"Capstone: One 300-level seminar, AFS 400 , or honors thesis taught by a member of the African studies program.",90,strong_token|anchor_phrase|bucket_match:african
194,167835,crawl,Contact African Studies,program,1,african,Contact African Studies,90,bare_studies_name|anchor_phrase|bucket_match:african
194,167835,crawl,Contact Department of Africana Studies,department_unit,0,africana,Contact Department of Africana Studies,100,strong_token|bare_studies_name|anchor_phrase|bucket_match:africana
194,167835,crawl,National Society of Black engineers,other_nonprogram,0,,,0,
194,167835,crawl,Research Skills for Africana Studies Majors,other_nonprogram,0,africana,Research Skills for Africana Studies Majors,0,anchor_phrase|bucket_match:africana|course_like
194,167835,crawl,"Students interested in African studies are encouraged to study French, Portuguese, or an African language.",other_nonprogram,0,african,"Students interested in African studies are encouraged to study French, Portuguese, or an African language.",0,anchor_phrase|bucket_match:african|sentence_like
194,167835,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
195,123572,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
195,123572,cv,"Ethnic, Cultural Minority, and Gender Studies, Other",program,1,minority,"Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
196,130493,crawl,Link to Minor in Africana Studies,program,1,africana,Link to Minor in Africana Studies,100,strong_token|bare_studies_name|anchor_phrase|bucket_match:africana
196,130493,crawl,Link to Minor in Ethnic Studies,program,1,ethnic,Link to Minor in Ethnic Studies,100,strong_token|bare_studies_name|anchor_phrase|bucket_match:ethnic
196,130493,crawl,Link to Minor in Racial and Intersectional Justice Studies,program,1,race,Link to Minor in Racial and Intersectional Justice Studies,70,strong_token|bucket_match:race
197,149222,crawl,Africana Studies,program,1,africana,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
197,149222,crawl,Africana Studies Department,department_unit,0,africana,Africana Studies Department,90,strong_token|anchor_phrase|bucket_match:africana
197,149222,crawl,Africana Studies Department 618-453-7147,department_unit,0,africana,Africana Studies Department 618-453-7147,90,strong_token|anchor_phrase|bucket_match:africana
197,149222,crawl,Africana Studies Faculty,junk,0,africana,Africana Studies Faculty,30,anchor_phrase|bucket_match:africana
197,149222,crawl,Africana Studies Minor,program,1,africana,Africana Studies,90,strong_token|anchor_phrase|bucket_match:africana
197,149222,crawl,Africana Studies Requirements,course,0,africana,Africana Studies Requirements,0,anchor_phrase|bucket_match:africana|admin_marker|course_like
197,149222,crawl,Africana Studies Website,other_nonprogram,0,africana,Africana Studies Website,30,anchor_phrase|bucket_match:africana
197,149222,crawl,Bachelor of Arts in Africana Studies,program,1,africana,Africana Studies,100,degree_phrase|bare_studies_name|anchor_phrase|bucket_match:africana
197,149222,crawl,Black Affairs Council 618-453-2534,course,0,,,0,
197,149222,crawl,Black Resource Center,center_institute,0,other,Black Resource Center,0,
197,149222,crawl,Black Resource Center Black History Month Resources,junk,0,,,0,
197,149222,crawl,Black Resource Center and Services,center_institute,0,other,Black Resource Center and Services,0,
197,149222,crawl,Black Resource Center and Services 618-453-3916,course,0,,,0,
197,149222,crawl,Learn more about Africana Studies,junk,0,africana,Learn more about Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
197,149222,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
198,149231,crawl,African Studies,program,1,african,African Studies,90,bare_studies_name|anchor_phrase|bucket_match:african
198,149231,crawl,Black Studies,program,1,black,Black Studies,90,bare_studies_name|anchor_phrase|bucket_match:black
200,141060,crawl,African Diaspora Studies,program,1,african,African Diaspora Studies,70,bare_studies_name|bucket_match:african
200,141060,crawl,African Diaspora Studies Minor,program,1,african,African Diaspora Studies,70,strong_token|bucket_match:african
200,141060,crawl,African Diaspora and World,other_nonprogram,0,,,0,
200,141060,crawl,National Council of Black Studies (NCBS),committee_admin,0,black,National Council of Black Studies,30,anchor_phrase|bucket_match:black
200,141060,crawl,National Society for Black Engineers (NSBE),other_nonprogram,0,,,0,
200,141060,crawl,What can I do with Black Studies?,other_nonprogram,0,black,What can I do with Black Studies?,0,anchor_phrase|bucket_match:black|story_marker
201,195216,crawl,African American Studies,program,1,black,African American Studies,70,bare_studies_name|bucket_match:black
201,195216,crawl,African American Studies Faculty,junk,0,black,African American Studies Faculty,10,bucket_match:black
201,195216,crawl,African American Studies Program Type Minor,program,1,black,African American Studies Program Type,70,strong_token|bucket_match:black
201,195216,crawl,African Studies,program,1,african,African Studies,90,bare_studies_name|anchor_phrase|bucket_match:african
201,195216,crawl,African Studies Faculty,junk,0,african,African Studies Faculty,30,anchor_phrase|bucket_match:african
201,195216,crawl,African Studies Program Type Minor,program,1,african,African Studies Program Type,90,strong_token|anchor_phrase|bucket_match:african
201,195216,crawl,Graduates who studied African studies have careers in:,other_nonprogram,0,african,Graduates who studied African studies have careers in,30,anchor_phrase|bucket_match:african
201,195216,crawl,Why St. Lawrence for African Studies,other_nonprogram,0,african,Why St. Lawrence for African Studies,30,bare_studies_name|anchor_phrase|bucket_match:african|story_marker
201,195216,crawl,the number of majors you can choose from to pair with your African American studies minor,program,1,black,number of majors you can choose from to pair with your African American studies,70,strong_token|bucket_match:black
202,174844,crawl,A house Race and Ethnic Studies,program,1,race,Race and Ethnic Studies,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:race
202,174844,crawl,Africa and African Diaspora,other_nonprogram,0,african,Africa and African Diaspora,10,bucket_match:african
202,174844,crawl,Africa and the African Diaspora,other_nonprogram,0,african,Africa and the African Diaspora,10,bucket_match:african
202,174844,crawl,Race and Ethnic Studies,program,1,race,Race and Ethnic Studies,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:race
202,174844,crawl,Race and Ethnic Studies Overview,junk,0,race,Race and Ethnic Studies,70,anchor_phrase|compound_anchor|bucket_match:race
202,174844,crawl,The RACE Major and Concentration,program,1,race,RACE Major and Concentration,70,strong_token|bucket_match:race
202,174844,cv,Ethnic Studies,program,1,ethnic,Ethnic Studies,100,bare_studies_name|anchor_phrase|bucket_match:ethnic|cv_bonus
203,195720,crawl,African American Studies,program,1,black,African American Studies,70,bare_studies_name|bucket_match:black
203,195720,crawl,African American Studies Program,program,1,black,African American Studies,70,strong_token|bucket_match:black
204,243744,crawl,African Studies,program,1,african,African Studies,90,bare_studies_name|anchor_phrase|bucket_match:african
204,243744,crawl,African and African American Studies,program,1,black,African and African American Studies,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:black
204,243744,crawl,Comparative Studies in Race and Ethnicity,other_nonprogram,0,ethnic,Comparative Studies in Race and Ethnicity,10,bucket_match:ethnic
204,243744,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
204,243744,cv,"Ethnic, Cultural Minority, and Gender Studies, Other",program,1,minority,"Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
206,196194,crawl,African/African-American Studies Minor,program,1,black,African/African-American Studies,70,strong_token|bucket_match:black
208,186876,crawl,"""Leadership, Social Responsibility and Economic Fund Development: The Case for Africana Studies,"" The Afrocentric Scholar , summer, 2001.",junk,0,africana,Africana Studies,20,anchor_phrase|compound_anchor|bucket_match:africana|sentence_like
208,186876,crawl,"""National Black United Front, Inc.,"" Encyclopedia of Black Studies , Asante, M., et.al., editors, Sage Publications, 2004.",junk,0,black,"""National Black United Front, Inc.,"" Encyclopedia of Black Studies , Asante, M., et.al., editors, Sage Publications, 2004.",0,anchor_phrase|bucket_match:black|sentence_like
208,186876,crawl,AFRI 1101 - Introduction to Africana Studies or GSS 2201 - Africana Studies,course,0,africana,AFRI 1101 - Introduction to Africana Studies or GSS 2201 - Africana Studies,0,anchor_phrase|bucket_match:africana|course_like|sentence_like
208,186876,crawl,"Aaron McGruder, Cartoonist The Boondocks - BA in African American Studies, University of Maryland",maybe_program,0,black,"Aaron McGruder, Cartoonist The Boondocks - BA in African American Studies, University of Maryland",50,degree_token|degree_phrase|bucket_match:black|profile_dash
208,186876,crawl,"Africana Studies,",other_nonprogram,0,africana,Africana Studies,30,anchor_phrase|bucket_match:africana
208,186876,crawl,"Amanda Seales , Actress Comedian - MA in African American Studies, Columbia University",maybe_program,0,black,"Amanda Seales , Actress Comedian - MA in African American Studies, Columbia University",50,degree_token|degree_phrase|bucket_match:black|profile_dash
208,186876,crawl,"Angela Bassett , Actress - BA in African American Studies, Yale University",program,1,black,"Angela Bassett , Actress - BA in African American Studies, Yale University",100,degree_token|degree_phrase|bucket_match:black
208,186876,crawl,"Ariane Hutchins-Newman , Associate Provost for Academic Success - certificate in Africana Studies, Stockton University",program,1,africana,"Ariane Hutchins-Newman , Associate Provost for Academic Success - certificate in Africana Studies, Stockton University",90,strong_token|anchor_phrase|bucket_match:africana
208,186876,crawl,"Ava DuVernay , Director - BA in English literature and African-American studies, UCLA",program,1,black,"Ava DuVernay , Director - BA in English literature and African-American studies, UCLA",100,degree_token|degree_phrase|bucket_match:black
208,186876,crawl,B.A. in Africana Studies,program,1,africana,Africana Studies,100,degree_token|degree_phrase|bare_studies_name|anchor_phrase|bucket_match:africana
208,186876,crawl,"Christina Jackson , Associate Professor of Sociology - postdoctoral fellowship in Africana Studies, Gettysburg College",junk,0,africana,"Christina Jackson , Associate Professor of Sociology - postdoctoral fellowship in Africana Studies, Gettysburg College",0,anchor_phrase|bucket_match:africana|descriptor_nonprogram|sentence_like
208,186876,crawl,"Darrell Cleveland , Associate Professor of Education and Africana Studies - BA in African American Studies, Temple University",program,1,black,Africana Studies,100,degree_token|degree_phrase|anchor_phrase|compound_anchor|bucket_match:black|profile_dash
208,186876,crawl,"Gloria Naylor , Novelist - MA in African American Studies, Yale University",program,1,black,"Gloria Naylor , Novelist - MA in African American Studies, Yale University",100,degree_token|degree_phrase|bucket_match:black
208,186876,crawl,"Issa Rae , Actress and Writer - BA in African and African-American Studies, Stanford University",program,1,black,"Issa Rae , Actress and Writer - BA in African and African-American Studies, Stanford University",100,degree_token|degree_phrase|bucket_match:black
208,186876,crawl,"John Gray , Instructor of Organizational Leadership - certificate in Africana Studies, Stockton University",program,1,africana,"John Gray , Instructor of Organizational Leadership - certificate in Africana Studies, Stockton University",90,strong_token|anchor_phrase|bucket_match:africana
208,186876,crawl,"Jose Antonio Vargas , Journalist - BA in political science and Black Studies, San Francisco State University",program,1,black,Black Studies,100,degree_token|degree_phrase|anchor_phrase|compound_anchor|bucket_match:black
208,186876,crawl,"Mae Jemison , Engineer, Astronaut - BA in African and Afro-American Studies, Stanford University",program,1,black,"Mae Jemison , Engineer, Astronaut - BA in African and Afro-American Studies, Stanford University",100,degree_token|degree_phrase|bucket_match:black
208,186876,crawl,"Michelle Obama , Former FLOTUS - BA in Sociology and minor in African-American studies, Princeton University",program,1,black,"Michelle Obama , Former FLOTUS - BA in Sociology and minor in African-American studies, Princeton University",100,strong_token|degree_token|degree_phrase|bucket_match:black
208,186876,crawl,Minor in Africana Studies,program,1,africana,Minor in Africana Studies,100,strong_token|bare_studies_name|anchor_phrase|bucket_match:africana
208,186876,crawl,Noteworthy individuals who hold degrees in Africana Studies.,other_nonprogram,0,africana,Noteworthy individuals who hold degrees in Africana Studies.,30,anchor_phrase|bucket_match:africana
208,186876,crawl,Race and Racism Curriculum,course,0,race,Race and Racism Curriculum,0,bucket_match:race|admin_marker|course_like
208,186876,crawl,"Rhea Boyd , Pediatrician - BA in Africana Studies, University of Notre Dame",program,1,africana,"Rhea Boyd , Pediatrician - BA in Africana Studies, University of Notre Dame",100,degree_token|degree_phrase|anchor_phrase|bucket_match:africana
208,186876,crawl,Stockton Faculty and Staff who hold degrees in Africana Studies.,junk,0,africana,Africana Studies,70,anchor_phrase|compound_anchor|bucket_match:africana
208,186876,crawl,Stockton University's Africana Studies program featured on Comcast Newsmakers.,junk,0,africana,Stockton University's Africana Studies program featured on Comcast Newsmakers.,90,strong_token|anchor_phrase|bucket_match:africana
208,186876,crawl,View a comprehensive list of Africana Studies majors and possible career paths.,junk,0,africana,Africana Studies,70,anchor_phrase|compound_anchor|bucket_match:africana
208,186876,crawl,"What is your intended major? (Choose "" Africana Studies "")",other_nonprogram,0,africana,"What is your intended major? (Choose "" Africana Studies "")",30,strong_token|anchor_phrase|bucket_match:africana|story_marker
208,186876,crawl,a comprehensive list of Africana Studies majors and possible career paths.,program,1,africana,Africana Studies,70,anchor_phrase|compound_anchor|bucket_match:africana
209,196097,crawl,Africana Studies,program,1,africana,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
209,196097,crawl,Black Heritage Studies,other_nonprogram,0,,,0,
210,196158,crawl,About Ethnic and Gender Studies,junk,0,ethnic,Ethnic and Gender Studies,70,bare_studies_name|bucket_match:ethnic
210,196158,crawl,African American Studies,program,1,black,African American Studies,70,bare_studies_name|bucket_match:black
210,196158,crawl,African American Studies Minor,program,1,black,African American Studies,70,strong_token|bucket_match:black
210,196158,crawl,B.A. in Ethnic and Gender Studies,program,1,ethnic,Ethnic and Gender Studies,100,degree_token|degree_phrase|bare_studies_name|bucket_match:ethnic
210,196158,crawl,Career Opportunities for Ethnic and Gender Studies,other_nonprogram,0,ethnic,Career Opportunities for Ethnic and Gender Studies,10,bucket_match:ethnic
210,196158,crawl,Ethnic and Gender Studies (EGS),other_nonprogram,0,ethnic,Ethnic and Gender Studies,10,bucket_match:ethnic
210,196158,crawl,Ethnic and Gender Studies Program,program,1,ethnic,Ethnic and Gender Studies,70,strong_token|bucket_match:ethnic
210,196158,crawl,Ethnic and Gender Studies in the News,junk,0,ethnic,Ethnic and Gender Studies in the News,10,bucket_match:ethnic
210,196158,crawl,Ethnic and Gender Studies,program,1,ethnic,Ethnic and Gender Studies,70,bare_studies_name|bucket_match:ethnic
210,196158,crawl,Ethnic and Gender Studies B.A. program,program,1,ethnic,Ethnic and Gender Studies B.A.,100,strong_token|degree_token|bucket_match:ethnic
210,196158,crawl,Ethnic and Gender Studies Program at Fredonia,program,1,ethnic,Ethnic and Gender Studies Program at Fredonia,70,strong_token|bucket_match:ethnic
210,196158,crawl,Multi-Ethnic Studies,program,1,ethnic,Multi-Ethnic Studies,90,bare_studies_name|anchor_phrase|bucket_match:ethnic
210,196158,crawl,Multi-Ethnic Studies Minor,program,1,ethnic,Multi-Ethnic Studies,90,strong_token|anchor_phrase|bucket_match:ethnic
210,196158,crawl,What are the career opportunities for a degree in Ethnic and Gender Studies?,other_nonprogram,0,ethnic,What are the career opportunities for a degree in Ethnic and Gender Studies?,10,strong_token|bucket_match:ethnic|story_marker
210,196158,crawl,What is Ethnic and Gender Studies?,other_nonprogram,0,ethnic,What is Ethnic and Gender Studies?,0,bucket_match:ethnic|story_marker
211,196121,crawl,African and African-American Studies,program,1,black,African and African-American Studies,70,bare_studies_name|bucket_match:black
211,196121,crawl,African and African-American Studies + Public Health Accelerated Degree (BA/MPH),program,1,black,African and African-American Studies + Public Health Accelerated Degree,100,strong_token|degree_token|bucket_match:black
211,196121,crawl,African and African-American Studies Major/Minor,program,1,black,African and African-American Studies Major/Minor,70,strong_token|bucket_match:black
211,196121,crawl,African and African-American Studies + MPH Accelerated degree,program,1,black,African and African-American Studies + MPH Accelerated degree,70,strong_token|bucket_match:black
212,196130,crawl,About Africana Studies,junk,0,africana,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
212,196130,crawl,Africana Studies,program,1,africana,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
212,196130,crawl,Africana Studies B.A.,program,1,africana,Africana Studies B.A.,70,degree_token|anchor_phrase|bucket_match:africana
212,196130,crawl,Africana Studies Minor,program,1,africana,Africana Studies,90,strong_token|anchor_phrase|bucket_match:africana
212,196130,crawl,Africana Studies website,other_nonprogram,0,africana,Africana Studies website,30,anchor_phrase|bucket_match:africana
212,196130,crawl,Africana Studies' Black alumni speakers have powerful impact on current students,other_nonprogram,0,africana,Africana Studies' Black alumni speakers have powerful impact on current students,30,anchor_phrase|bucket_match:africana
212,196130,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
215,196149,crawl,African American Studies,program,1,black,African American Studies,70,bare_studies_name|bucket_match:black
215,196149,crawl,Africana Studies Department,department_unit,0,africana,Africana Studies Department,90,strong_token|anchor_phrase|bucket_match:africana
215,196149,crawl,Africana Studies professor's big idea gains momentum,other_nonprogram,0,africana,Africana Studies professor's big idea gains momentum,30,anchor_phrase|bucket_match:africana
215,196149,crawl,Dual Major in Adolescence Education: Social Studies and African American Studies (7-12),program,1,black,Dual Major in Adolescence Education: Social Studies and African American Studies,70,strong_token|bucket_match:black
216,196185,crawl,"ANTH 3450 - Race, Genetics, and Variation 3 s.h.",course,0,race,"ANTH 3450 - Race, Genetics, and Variation 3 s.h.",10,bucket_match:race
217,216287,crawl,"""A Historic Celebration"": Black Studies Becomes a Department and Major",department_unit,0,black,"""A Historic Celebration"": Black Studies Becomes a Department and",100,strong_token|anchor_phrase|compound_anchor|bucket_match:black
217,216287,crawl,"""A Historic Celebration"": Black Studies Becomes a Department and Major Category: Meaningful Opportunities",department_unit,0,black,Black Studies,100,strong_token|anchor_phrase|compound_anchor|bucket_match:black
217,216287,crawl,Black Studies,program,1,black,Black Studies,90,bare_studies_name|anchor_phrase|bucket_match:black
217,216287,crawl,Black Studies Department Pages,department_unit,0,black,Black Studies Department Pages,90,strong_token|anchor_phrase|bucket_match:black
217,216287,crawl,Bryn Mawr College Africana Studies Program,program,1,africana,Bryn Mawr College Africana Studies,90,strong_token|anchor_phrase|bucket_match:africana
217,216287,crawl,Haverford College Africana Studies Program,program,1,africana,Haverford College Africana Studies,90,strong_token|anchor_phrase|bucket_match:africana
217,216287,crawl,More Black Studies Events,junk,0,black,More Black Studies Events,30,anchor_phrase|bucket_match:black
217,216287,crawl,University of Pennsylvania African Studies Center,center_institute,0,african,University of Pennsylvania African Studies Center,30,anchor_phrase|bucket_match:african
217,216287,crawl,University of Pennsylvania Africana Studies Program,program,1,africana,University of Pennsylvania Africana Studies,90,strong_token|anchor_phrase|bucket_match:africana
217,216287,crawl,What Can I Do with a Black Studies Major,program,1,black,What Can I Do with a Black Studies,90,strong_token|anchor_phrase|bucket_match:black
217,216287,cv,African Studies,program,1,african,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
217,216287,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
217,216287,cv,"Ethnic, Cultural Minority, and Gender Studies, Other",program,1,minority,"Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
218,196413,crawl,African American Studies B.A.,maybe_program,0,black,African American Studies B.A.,50,degree_token|bucket_match:black
218,196413,crawl,"Describe major cultural figures, texts and movements in Black studies.",program,1,black,Black Studies,100,strong_token|anchor_phrase|compound_anchor|bucket_match:black
218,196413,crawl,Describe major social and political issues that shaped Black life.,maybe_program,0,other,Describe major social and political issues that shaped Black life.,60,strong_token
218,196413,crawl,Develop ability to conceive and execute independent inquiries in Black studies.,program,1,black,Black Studies,70,anchor_phrase|compound_anchor|bucket_match:black
218,196413,crawl,Develop critical thinking skills applicable to issues in Black studies.,other_nonprogram,0,black,Develop critical thinking skills applicable to issues in Black studies.,30,anchor_phrase|bucket_match:black
218,196413,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
219,216339,crawl,Africology and African American Studies,program,1,black,Africology and African American Studies,70,bare_studies_name|bucket_match:black
219,216339,crawl,Africology and African American Studies Department,department_unit,0,black,Africology and African American Studies Department,70,strong_token|bucket_match:black
219,216339,crawl,Africology and African American Studies MA,maybe_program,0,black,Africology and African American Studies MA,50,degree_token|bucket_match:black
219,216339,crawl,Africology and African American Studies Major,program,1,black,Africology and African American Studies,70,strong_token|bucket_match:black
219,216339,crawl,Africology and African American Studies PhD,maybe_program,0,black,Africology and African American Studies PhD,50,degree_token|bucket_match:black
219,216339,crawl,Africology and African American Studies PhD Admissions Careers and Opportunities Curriculum Research and Facilities Scholarships and Financial Aid,junk,0,black,Africology and African American Studies PhD Admissions Careers and Opportunities Curriculum Research and Facilities Scholarships and Financial Aid,0,degree_token|bucket_match:black|admin_marker|descriptor_nonprogram|course_like
219,216339,crawl,Bachelor of Arts in Africology and African American Studies,program,1,black,Africology and African American Studies,70,degree_phrase|bucket_match:black
219,216339,crawl,Master of Arts in Africology and African American Studies,program,1,black,Africology and African American Studies,70,degree_phrase|bucket_match:black
219,216339,crawl,National Council for Black Studies,committee_admin,0,black,National Council for Black Studies,90,bare_studies_name|anchor_phrase|bucket_match:black
219,216339,crawl,"National Council for Black Studies , and",committee_admin,0,black,"National Council for Black Studies , and",30,anchor_phrase|bucket_match:black
219,216339,crawl,Organization of Africology/African-American Studies Graduate Students,other_nonprogram,0,black,Organization of Africology/African-American Studies Graduate Students,10,bucket_match:black
219,216339,crawl,Theories and Methods in African American Studies,other_nonprogram,0,black,Theories and Methods in African American Studies,10,bucket_match:black
219,216339,crawl,"contribute to the Journal of Black Studies, the top peer-reviewed publication in the academic discipline;",junk,0,black,"contribute to the Journal of Black Studies, the top peer-reviewed publication in the academic discipline",0,anchor_phrase|bucket_match:black|sentence_like
219,216339,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
221,228723,crawl,AFST -​ Africana Studies,program,1,africana,AFST -​ Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
221,228723,crawl,AFST -​ Africana Studies (AFST),other_nonprogram,0,africana,AFST -​ Africana Studies,30,anchor_phrase|bucket_match:africana
221,228723,crawl,"University Studies - Race, Gender, and Ethnicity",other_nonprogram,0,ethnic,"University Studies - Race, Gender, and Ethnicity",0,bucket_match:ethnic|profile_dash
221,228723,crawl,"University Studies -​ BA, Race, Gender, Ethnicity Concentration",maybe_program,0,ethnic,"University Studies -​ BA, Race, Gender, Ethnicity Concentration",50,strong_token|degree_token|bucket_match:ethnic|profile_dash
221,228723,crawl,"University Studies -​ BS, Race, Gender, Ethnicity Concentration",maybe_program,0,ethnic,"University Studies -​ BS, Race, Gender, Ethnicity Concentration",50,strong_token|degree_token|bucket_match:ethnic|profile_dash
222,228981,crawl,Ethnic studies,program,1,ethnic,Ethnic studies,90,bare_studies_name|anchor_phrase|bucket_match:ethnic
224,187134,crawl,African American Studies,program,1,black,African American Studies,70,bare_studies_name|bucket_match:black
224,187134,crawl,African American Studies Major/Specialization Minor Teacher Preparation,program,1,black,African American Studies Major/Specialization Minor Teacher Preparation,70,strong_token|bucket_match:black
224,187134,crawl,African American Studies Minor,program,1,black,African American Studies,70,strong_token|bucket_match:black
224,187134,crawl,African American studies faculty,junk,0,black,African American studies faculty,10,bucket_match:black
224,187134,crawl,African Studies,program,1,african,African Studies,90,bare_studies_name|anchor_phrase|bucket_match:african
224,187134,crawl,African Studies Minor,program,1,african,African Studies,90,strong_token|anchor_phrase|bucket_match:african
224,187134,crawl,Inclusive Education (BS) and African American Studies Dual Major,program,1,black,Inclusive Education (BS) and African American Studies Dual,100,strong_token|degree_token|bucket_match:black
224,187134,crawl,TCNJ celebrates Black History Month by honoring the power of Black expressionism,junk,0,,,0,story_marker
224,187134,cv,African-American/Black Studies,program,1,black,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
225,206589,crawl,APEX Fellowship intern works to promote African business development in Kenya,junk,0,,,0,descriptor_nonprogram
225,206589,crawl,Africana Studies,program,1,africana,Africana Studies,90,bare_studies_name|anchor_phrase|bucket_match:africana
